person1_name,person2_name,relationship_type,relationship_description,dynasty1,dynasty2,source_url,confidence_level
VICTOR ORTEGA,MARY JANE ORTEGA,Husband,"Married couple, Victor was Governor and Congressman of La Union, Mary Jane was Mayor of San Fernando City (1998-2007)",ORTEGA,ORTEGA,https://en.wikipedia.org/wiki/List_of_political_families_in_the_Philippines,10
VICTOR ORTEGA,MANUEL ORTEGA,Brother,"Brothers, both served as Governor and Representative of La Union at different times",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/1053450/ortegas-of-la-union-bury-hatchet-for-polls,10
VICTOR ORTEGA,PABLO ORTEGA,Brother,"Brothers, Pablo is Representative of La Union's first district",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/716229/cracks-in-la-unions-ortega-clan-show,10
VICTOR ORTEGA,MARIO ORTEGA,Brother,"Brothers, Mario ran for Vice Governor of La Union",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/1053450/ortegas-of-la-union-bury-hatchet-for-polls,10
VICTOR ORTEGA,JOSE MARIA ORTEGA,Brother,"Brothers, Jose Maria (Pepe) ran for San Fernando City mayor",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/1053450/ortegas-of-la-union-bury-hatchet-for-polls,10
VICTOR ORTEGA,FRANCISCO JR. ORTEGA,Brother,"Brothers, Francisco Jr. (Kit) is provincial board member and ran for Luna mayor",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/716229/cracks-in-la-unions-ortega-clan-show,10
VICTOR ORTEGA,RAMON ORTEGA,Brother,"Brothers, Ramon (Monetsky) is San Fernando City councilor",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/1053450/ortegas-of-la-union-bury-hatchet-for-polls,10
VICTOR ORTEGA,ROBERT ORTEGA,Brother,"Brothers, Robert (Bungo) was councilor of Baguio City (deceased 2017)",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/1053450/ortegas-of-la-union-bury-hatchet-for-polls,10
VICTOR ORTEGA,JOAQUIN ORTEGA,Nephew,"Uncle-nephew, Joaquin was the first Filipino civil governor of La Union appointed in 1901, Victor's uncle",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/716229/cracks-in-la-unions-ortega-clan-show,10
MANUEL ORTEGA,EMMANUEL VICTOR ORTEGA,Father,"Father-son, Emmanuel Victor (Mannix) is provincial board member representing ABC",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/716229/cracks-in-la-unions-ortega-clan-show,10
ROBERT ORTEGA,MICHELLE PIMENTEL,Father,"Father-daughter, Michelle ran for Caba town mayor after her father's death",ORTEGA,ORTEGA,https://newsinfo.inquirer.net/1053450/ortegas-of-la-union-bury-hatchet-for-polls,10
NICANOR DE LEON,PACITA DE LEON,Husband,"Married couple who succeeded each other as mayors of Amulung, Cagayan (Nicanor 1996-2007, Pacita 2007-2010), both convicted of graft and malversation",DE LEON,DE LEON,https://www.gmanetwork.com/news/topstories/regions/850696/ex-cagayan-mayors-get-up-to-20-years-for-graft-malversation/story/,10
FIDEL PURISIMA,MARK ANTHONY PURISIMA,Uncle,"Uncle-nephew, Fidel was Supreme Court Justice, Mark Anthony is son of Judge Amante Purisima",PURISIMA,PURISIMA,https://newsinfo.inquirer.net/378309/in-the-know-the-case-of-bar-examinee-marcos-antonio-purisima,10
AMANTE PURISIMA,MARK ANTHONY PURISIMA,Father,"Father-son, Amante was retired Manila Judge, Mark Anthony is lawyer involved in 1999 Bar scandal",PURISIMA,PURISIMA,https://newsinfo.inquirer.net/378309/in-the-know-the-case-of-bar-examinee-marcos-antonio-purisima,10
FIDEL PURISIMA,AMANTE PURISIMA,Brother,"Brothers, Fidel was Supreme Court Justice, Amante was Manila Judge",PURISIMA,PURISIMA,https://newsinfo.inquirer.net/378309/in-the-know-the-case-of-bar-examinee-marcos-antonio-purisima,10
MANUEL VILLAR,LEOPOLDO BENEDICTO,Brother-in-law,"Brothers-in-law, Leopoldo is Villar's brother-in-law serving as barangay councilor",VILLAR,BENEDICTO,https://www.philstar.com/headlines/2013/05/27/946792/anti-dynasty-19-senators-have-relatives-in-govt,10
