person1_name,person2_name,relationship_type,relationship_description,dynasty1,dynasty2,source_url,confidence_level
RENE CAYETANO,PILAR JULIANA CAYETANO,Father,"Father-daughter, Rene was Senator (1998-2003), Pia is current Senator",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Pia_Cayetano,10
RENE CAYETANO,ALAN PETER CAYETANO,Father,"Father-son, Rene was Senator, Alan Peter is current Senator and former Speaker of the House",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Alan_Peter_Cayetano,10
RENE CAYETANO,LINO CAYETANO,Father,"Father-son, Lino was Mayor of Taguig and former Congressman",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Lino_Cayetano,10
RENE CAYETANO,RENE CARL CAYETANO,Father,"Father-son, Rene Carl was Councilor of Muntinlupa (2013-2016)",CAYETANO,CAYETANO,https://verafiles.org/articles/elexprofile-family/rene-ren-carl-s-cayetano,10
RENE CAYETANO,SANDRA SCHRAMM,Husband,"Married couple, Sandra was a German-American school teacher",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Alan_Peter_Cayetano,10
PILAR JULIANA CAYETANO,ALAN PETER CAYETANO,Sister,"Siblings, both are incumbent Senators serving together since 2025",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Pia_Cayetano,10
PILAR JULIANA CAYETANO,LINO CAYETANO,Sister,"Siblings, Pia is eldest, Lino is youngest brother, both served in politics",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Pia_Cayetano,10
PILAR JULIANA CAYETANO,RENE CARL CAYETANO,Sister,Siblings in the Cayetano dynasty,CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Pia_Cayetano,10
ALAN PETER CAYETANO,LINO CAYETANO,Brother,"Brothers, Alan is older brother, Lino is youngest, both served as Taguig politicians",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Lino_Cayetano,10
ALAN PETER CAYETANO,RENE CARL CAYETANO,Brother,Brothers in the Cayetano dynasty,CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Alan_Peter_Cayetano,10
LINO CAYETANO,RENE CARL CAYETANO,Brother,"Brothers, Lino was mayor, Rene Carl was councilor",CAYETANO,CAYETANO,https://web.senate.gov.ph/senators/former_senators/renato_cayetano.htm,10
ALAN PETER CAYETANO,LANI CAYETANO,Husband,"Married couple since 2004, Lani is current Mayor of Taguig and former Congresswoman",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Lani_Cayetano,10
PILAR JULIANA CAYETANO,LANI CAYETANO,Sister-in-law,"Sisters-in-law, both served in House of Representatives at different times",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Lani_Cayetano,10
DECOROSO ROSALES,ROMAN ROSALES,Father,"Possible father-son relationship, Decoroso was Senator and Governor of Samar",ROSALES,ROSALES,https://en.wikipedia.org/wiki/Decoroso_Rosales,6
DECOROSO ROSALES,JULIO ROSALES,Brother,"Brothers, Julio was Cardinal and Archbishop of Cebu",ROSALES,ROSALES,https://en.wikipedia.org/wiki/Decoroso_Rosales,10
