person1_name,person2_name,relationship_type,relationship_description,dynasty1,dynasty2,source_url,confidence_level
PRESBITERO VELASCO JR.,LORD ALLAN JAY VELASCO,Father,"Father-son, Presbitero was Supreme Court Associate Justice and Governor of Marinduque, Lord Allan was House Speaker (2020-2022) and Representative",VELASCO,VELASCO,https://en.wikipedia.org/wiki/Lord_Allan_Velasco,10
PRESBITERO VELASCO JR.,LORNA QUINTO VELASCO,Husband,"Married couple, Lorna was Representative and Mayor of Torrijos, Marinduque",VELASCO,VELASCO,https://kids.kiddle.co/Lord_Allan_Velasco,10
PRESBITERO VELASCO JR.,TRICIA NICOLE VELASCO-CATERA,Father,"Father-daughter, Tricia was Representative of Mata Party-list and lawyer",VELASCO,VELASCO,https://kids.kiddle.co/Lord_Allan_Velasco,10
LORD ALLAN JAY VELASCO,LORNA QUINTO VELASCO,Son,"Mother-son, Lorna was Representative and Mayor",VELASCO,VELASCO,https://kids.kiddle.co/Lord_Allan_Velasco,10
LORD ALLAN JAY VELASCO,TRICIA NICOLE VELASCO-CATERA,Brother,"Siblings, both lawyers and politicians",VELASCO,VELASCO,https://kids.kiddle.co/Lord_Allan_Velasco,10
LORD ALLAN JAY VELASCO,ROWENA AMARA,Husband,"Married couple since 2012, have 5 children",VELASCO,AMARA,https://kids.kiddle.co/Lord_Allan_Velasco,10
LORD ALLAN JAY VELASCO,SARA DUTERTE,Political Ally,"Close political allies, Velasco family supported Duterte's presidential campaign, Lord Allan considers Sara his 'big bike riding buddy'",VELASCO,DUTERTE,https://kids.kiddle.co/Lord_Allan_Velasco,10
ALFREDO OUANO,THADEO OUANO,Father,"Father-son, Alfredo 'Ingko Pedong' was Mayor of Mandaue (1988-1997), Thadeo 'Teddy' was Mayor (1998-2007)",OUANO,OUANO,https://en.wikipedia.org/wiki/Alfredo_Ouano,10
THADEO OUANO,THADEO JOVITO OUANO,Father,"Father-son, Thadeo Jovito 'Jonkie' is current Mayor of Mandaue (2025-present)",OUANO,OUANO,https://www.manilatimes.net/2025/06/12/regions/ouano-other-winners-take-oath-in-mandaue/2131499,10
THADEO OUANO,EMMARIE OUANO-DIZON,Father,"Father-daughter, Emmarie 'Lolypop' is Representative of Mandaue's lone district (re-elected 2025)",OUANO,OUANO,https://www.manilatimes.net/2025/06/12/regions/ouano-other-winners-take-oath-in-mandaue/2131499,10
THADEO OUANO,ALFRED FRANCIS OUANO,Father,"Father-son, Alfred Francis 'Alfie' is Provincial Board Member for Cebu 6th District (2025-present)",OUANO,OUANO,https://www.manilatimes.net/2025/06/12/regions/ouano-other-winners-take-oath-in-mandaue/2131499,10
THADEO OUANO,ANDREO OUANO-ICALINA,Father,"Father-son, Andreo 'Anjong' is Councilor of Mandaue (re-elected 2025)",OUANO,OUANO,https://en.wikipedia.org/wiki/Alfredo_Ouano,10
THADEO JOVITO OUANO,EMMARIE OUANO-DIZON,Brother,"Siblings, Jonkie is Mayor, Lolypop is Representative",OUANO,OUANO,https://www.manilatimes.net/2025/06/12/regions/ouano-other-winners-take-oath-in-mandaue/2131499,10
THADEO JOVITO OUANO,ALFRED FRANCIS OUANO,Brother,"Brothers, both sons of Thadeo Ouano",OUANO,OUANO,https://www.manilatimes.net/2025/06/12/regions/ouano-other-winners-take-oath-in-mandaue/2131499,10
EMMARIE OUANO-DIZON,ALFRED FRANCIS OUANO,Sister,"Siblings, Emmarie is Representative, Alfie is Provincial Board Member",OUANO,OUANO,https://www.manilatimes.net/2025/06/12/regions/ouano-other-winners-take-oath-in-mandaue/2131499,10
THADEO JOVITO OUANO,ANDREO OUANO-ICALINA,Brother,"Brothers/cousins, both from Ouano family",OUANO,OUANO,https://cebudailynews.inquirer.net/641315/mandaue-mayor-elect-jonkie-ouano-takes-his-oath-of-office,9
RENATO VELOSO OSMENA,RICHARD OSMENA,Father,"Father-son (likely), Renato was former Vice Mayor of Cebu City, Richard 'Ritchie' was Cebu City Councilor",OSMENA,OSMENA,https://www.philstar.com/the-freeman/cebu-news/2014/05/30/1329029/former-vm-osmea-passes-away,9
RENATO VELOSO OSMENA,RENATO JUNJUN OSMENA JR.,Father,"Father-son, Renato Jr. 'Junjun' is Cebu City Councilor",OSMENA,OSMENA,https://www.facebook.com/JunjunOsmenaJr/photos/a.941506582577758/3548499848545072/?type=3,10
SERGIO OSMENA SR.,SERGIO OSMENA JR.,Father,"Father-son, Sergio Sr. was 4th President of the Philippines, Sergio Jr. was Senator",OSMENA,OSMENA,https://en.wikipedia.org/wiki/Sergio_Osme%C3%B1a,10
SERGIO OSMENA JR.,SERGIO OSMENA III,Father,"Father-son, both served as Senators",OSMENA,OSMENA,https://en.wikipedia.org/wiki/Serge_Osme%C3%B1a,10
SERGIO OSMENA SR.,JOHN HENRY OSMENA,Grandfather,"Grandfather-grandson, John Henry 'Sonny' was Senator, Congressman, and Mayor",OSMENA,OSMENA,https://en.wikipedia.org/wiki/Serge_Osme%C3%B1a,10
SERGIO OSMENA SR.,TOMAS OSMENA,Grandfather,"Grandfather-grandson, Tomas was Mayor of Cebu City and Congressman",OSMENA,OSMENA,https://en.wikipedia.org/wiki/Serge_Osme%C3%B1a,10
PIA CAYETANO,ALAN PETER CAYETANO,Sister,"Siblings, both current Senators (documented in previous batch)",CAYETANO,CAYETANO,https://en.wikipedia.org/wiki/Pia_Cayetano,10
