company_name,person_name,role,source_url,confidence_level
ARCINUE COMM'L. CORPORATION,Ma. Theresa S. Arcinue,President,https://companieshouse.ph/company/CS201325408,9
ARCINUE COMM'L. CORPORATION,Josefina S. Arcinue,Director,https://companieshouse.ph/company/CS201325408,9
ARCINUE COMM'L. CORPORATION,Ma. Theresa S. Arcinue,Director,https://companieshouse.ph/company/CS201325408,9
ARCINUE COMM'L. CORPORATION,Josefina S. Arcinue,Treasurer,https://companieshouse.ph/company/CS201325408,9
ARCINUE COMM'L. CORPORATION,Ma. Theresa S. Arcinue,Incorporator,https://companieshouse.ph/company/CS201325408,9
ARCINUE COMM'L. CORPORATION,Josefina S. Arcinue,Incorporator,https://companieshouse.ph/company/CS201325408,9
ARCINUE COMM'L. CORPORATION,Ma. Theresa S. Arcinue,Corporate Secretary,https://companieshouse.ph/company/CS201325408,9
MUNTOPAR BUILDERS CORP.,Marvin T. Muntopar,President,https://companieshouse.ph/company/2021050012884-05,9
MUNTOPAR BUILDERS CORP.,Marvin T. Muntopar,Director,https://companieshouse.ph/company/2021050012884-05,9
MUNTOPAR BUILDERS CORP.,Marvin T. Muntopar,Incorporator,https://companieshouse.ph/company/2021050012884-05,9
MUNTOPAR BUILDERS CORP.,Jonalyn T. Muntopar,Treasurer,https://companieshouse.ph/company/2021050012884-05,9
MUNTOPAR BUILDERS CORP.,Jonalyn T. Muntopar,Director,https://companieshouse.ph/company/2021050012884-05,9
MUNTOPAR BUILDERS CORP.,Jonalyn T. Muntopar,Incorporator,https://companieshouse.ph/company/2021050012884-05,9
MUNTOPAR BUILDERS CORP.,Marvin T. Muntopar,Corporate Secretary,https://companieshouse.ph/company/2021050012884-05,9
