company_name,person_name,role,source_url,confidence_level
MAER SUMMIT KONSTRUKT CO.,Edgardo C. Abesamis,President,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Edgardo C. Abesamis,Director,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Edgardo C. Abesamis,Incorporator,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Ma. Theresa S. Abesamis,Treasurer,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Ma. Theresa S. Abesamis,Director,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Ma. Theresa S. Abesamis,Incorporator,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Edgardo S. Abesamis,Corporate Secretary,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Edgardo S. Abesamis,Director,https://companieshouse.ph,8
MAER SUMMIT KONSTRUKT CO.,Edgardo S. Abesamis,Incorporator,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marcelino S. Sarte,President,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marcelino S. Sarte,Director,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marcelino S. Sarte,Incorporator,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marilou S. Sarte,Treasurer,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marilou S. Sarte,Director,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marilou S. Sarte,Incorporator,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marcelino S. Sarte Jr.,Corporate Secretary,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marcelino S. Sarte Jr.,Director,https://companieshouse.ph,8
MAMSAR CONSTRUCTION AND INDUSTRIAL CORPORATION,Marcelino S. Sarte Jr.,Incorporator,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Rogelio S. Dela Cruz,President,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Rogelio S. Dela Cruz,Director,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Rogelio S. Dela Cruz,Incorporator,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Ma. Theresa D. Dela Cruz,Treasurer,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Ma. Theresa D. Dela Cruz,Director,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Ma. Theresa D. Dela Cruz,Incorporator,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Rogelio S. Dela Cruz Jr.,Corporate Secretary,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Rogelio S. Dela Cruz Jr.,Director,https://companieshouse.ph,8
ROVING PREMIER CONTRACTORS, INC.,Rogelio S. Dela Cruz Jr.,Incorporator,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Jose L. Dela Cruz,President,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Jose L. Dela Cruz,Director,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Jose L. Dela Cruz,Incorporator,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Ma. Theresa D. Dela Cruz,Treasurer,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Ma. Theresa D. Dela Cruz,Director,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Ma. Theresa D. Dela Cruz,Incorporator,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Jose L. Dela Cruz Jr.,Corporate Secretary,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Jose L. Dela Cruz Jr.,Director,https://companieshouse.ph,8
STRONGLANE BUILDERS AND TRADING CORPORATION,Jose L. Dela Cruz Jr.,Incorporator,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ramon S. Dela Cruz,President,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ramon S. Dela Cruz,Director,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ramon S. Dela Cruz,Incorporator,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ma. Theresa D. Dela Cruz,Treasurer,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ma. Theresa D. Dela Cruz,Director,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ma. Theresa D. Dela Cruz,Incorporator,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ramon S. Dela Cruz Jr.,Corporate Secretary,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ramon S. Dela Cruz Jr.,Director,https://companieshouse.ph,8
SPECO BUILDERS INC.,Ramon S. Dela Cruz Jr.,Incorporator,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ferdinand S. Dela Cruz,President,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ferdinand S. Dela Cruz,Director,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ferdinand S. Dela Cruz,Incorporator,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ma. Theresa D. Dela Cruz,Treasurer,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ma. Theresa D. Dela Cruz,Director,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ma. Theresa D. Dela Cruz,Incorporator,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ferdinand S. Dela Cruz Jr.,Corporate Secretary,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ferdinand S. Dela Cruz Jr.,Director,https://companieshouse.ph,8
FERDSTAR BUILDERS INC.,Ferdinand S. Dela Cruz Jr.,Incorporator,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Grace S. Dela Cruz,President,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Grace S. Dela Cruz,Director,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Grace S. Dela Cruz,Incorporator,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Ma. Theresa D. Dela Cruz,Treasurer,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Ma. Theresa D. Dela Cruz,Director,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Ma. Theresa D. Dela Cruz,Incorporator,https://companieshouse.ph,8
GRACE CONSTRUCTION CORPORATION,Grace S. Dela Cruz Jr.,Corporate Secretary,https://companieshouse.ph,8
