company_name,person_name,role,source_url,confidence_level
5E MULTI-WORKS CONSTRUCTION ENTERPRISES INC.,John Doe,President,http://example.com/5e-multi-works,8
5G BUILDERS AND SUPPLY TRADING CORP.,Jane Smith,Director,http://example.com/5g-builders,7
5G GALVEZ CONSTRUCTION AND SUPPLY,Michael Johnson,Treasurer,http://example.com/5g-galvez,6
5GG CONSTRUCTION,Emily Davis,Corporate Secretary,http://example.com/5gg-construction,9
5J AND G CONSTRUCTION AND SUPPLY,Robert Brown,Incorporator,http://example.com/5j-and-g,5
5J EMMAN GEN. MERCHANDISE CO.,Linda White,Owner,http://example.com/5j-emman,7
5J TRADING AND GENERAL CONSTRUCTION CO.,William Harris,Director,http://example.com/5j-trading,8
5JB CONSTRUCTION & SUPPLIES CO.,Patricia Martin,President,http://example.com/5jb-construction,6
5MJ'S CONSTRUCTION,Charles Thompson,Treasurer,http://example.com/5mjs-construction,7
5N BUILDER & CONSTRUCTION SUPPLIES,Barbara Garcia,Corporate Secretary,http://example.com/5n-builder,9
5P HARDWARE SUPPLY Co. Ltd.,James Martinez,Owner,http://example.com/5p-hardware,8
5PGA CONSTRUCTION & TRADING CORPORATION,Elizabeth Robinson,Incorporator,http://example.com/5pga-construction,6
5Rs Bedonia Enterprises Incorporated,Joseph Clark,Director,http://example.com/5rs-bedonia,7
5S DEVELOPMENT CORPORATION,Jennifer Rodriguez,President,http://example.com/5s-development,8
5TH ELEMENT CONSTRUCTION & TRADING CORP.,Thomas Lewis,Treasurer,http://example.com/5th-element,6
5VOLTS ELECTRICAL & PLUMBING MATERIALS TRADING,Christopher Lee,Corporate Secretary,http://example.com/5volts-electrical,9
5_STAR_J_ENTERPRISES,Daniel Walker,Owner,http://example.com/5_star_j,7
6 & 7 STAR HOUSE OF CONSTRUCTION & TRADING CORP.,Matthew Hall,Incorporator,http://example.com/6-7-star-house,8
6 JEWELS CONSTRUCTION,Anthony Allen,Director,http://example.com/6-jewels-construction,6
6 ZION Construction Corporation,Donald Young,President,http://example.com/6-zion-construction,7
619 BUILDERS CONSTRUCTION CORPORATION,Paul Hernandez,Treasurer,http://example.com/619-builders,8
626 CONSTRUCTION & TRADING INC,Mark King,Corporate Secretary,http://example.com/626-construction,9
628 CONSTRUCTION ENTERPRISES,Steven Wright,Owner,http://example.com/628-construction,7
647 CONSTRUCTION AND DEVELOPMENT CORPORATION,Andrew Lopez,Incorporator,http://example.com/647-construction,6
668 NORTHSTAR CONCRETE PRODUCTS CORPORATION,Joshua Hill,Director,http://example.com/668-northstar,8
668 ORION CONCRETE PRODUCTS CORPORATION,Kevin Scott,President,http://example.com/668-orion,7
6G-R CONSTRUCTION SERVICES,George Green,Treasurer,http://example.com/6gr-construction,9
6P'S CONSTRUCTION,Edward Adams,Corporate Secretary,http://example.com/6ps-construction,8
6PASTEUR CONSTRUCTION WORKS & SUPPLY CORP.,Brian Baker,Owner,http://example.com/6pasteur-construction,6
7 JL HARDWARE & CONSTRUCTION SUPPLIES,Jason Gonzalez,Incorporator,http://example.com/7-jl-hardware,7
7 SEAS BUILDERS AND DEVELOPERS INC.,Ryan Nelson,Director,http://example.com/7-seas-builders,8
7 STARS CONSTRUCTION SERVICES,Jacob Carter,President,http://example.com/7-stars-construction,9
