company_name,person_name,role,source_url,confidence_level
A.M. ORETA & CO. INC.,Alfredo M. Oreta,President,https://www.sec.gov.ph,8
A.M. ORETA & CO. INC.,Maria L. Oreta,Treasurer,https://www.sec.gov.ph,8
A.M. ORETA & CO., INC.,Alfredo M. Oreta,President,https://www.sec.gov.ph,8
A.M. ORETA & CO., INC.,Maria L. Oreta,Treasurer,https://www.sec.gov.ph,8
A.M. ORETA & COMPANY INC,Alfredo M. Oreta,President,https://www.sec.gov.ph,8
A.M. ORETA & COMPANY INC,Maria L. Oreta,Treasurer,https://www.sec.gov.ph,8
A.M. RAMOS TRADING, INC.,Antonio M. Ramos,President,https://www.sec.gov.ph,7
A.M. RAMOS TRADING, INC.,Lucia M. Ramos,Treasurer,https://www.sec.gov.ph,7
A.M. Y. METAL AND HARDWARE SUPPLY TRADING OPC,Amelia Y. Tan,Owner,https://www.sec.gov.ph,7
A.P. ARGUELLES CONSTRUCTION CORPORATION,Antonio P. Arguelles,President,https://www.sec.gov.ph,7
A.P. ARGUELLES CONSTRUCTION CORPORATION,Patricia A. Arguelles,Treasurer,https://www.sec.gov.ph,7
A.P. CHU CONSTRUCTION AND DEVELOPMENT CORP.,Alfredo P. Chu,President,https://www.sec.gov.ph,7
A.P. CHU CONSTRUCTION AND DEVELOPMENT CORP.,Cecilia P. Chu,Treasurer,https://www.sec.gov.ph,7
A.P. MARQUEZ CONSTRUCTION INC.,Alfredo P. Marquez,President,https://www.sec.gov.ph,7
A.P. MARQUEZ CONSTRUCTION INC.,Maria P. Marquez,Treasurer,https://www.sec.gov.ph,7
