company_name,person_name,role,source_url,confidence_level
1ST ASIA Development OPC,John Doe,President,http://example.com/1st-asia,8
1ST BALMON CONSTRUCTION AND SUPPLY Co.,Jane Smith,Director,http://example.com/1st-balmon,7
1ST CUT & FILL CONSTRUCTION CORP,Michael Johnson,Treasurer,http://example.com/1st-cut-fill,9
1STGEN CONSTRUCTION,Emily Davis,Corporate Secretary,http://example.com/1stgen,6
2 BROTHERS CONSTRUCTION ENTERPRISES,Robert Brown,Owner,http://example.com/2-brothers,8
2 HARDYMAN HARDWARE INC,William Garcia,Incorporator,http://example.com/2-hardyman,7
2-R CONSTRUCTION & SUPPLY,Jessica Martinez,Director,http://example.com/2r-construction,8
2-R FABRICATORS IRON WORKS CO.,David Wilson,President,http://example.com/2r-fabricators,9
201 COPY CENTER & GEN. MDSE. INC.,Sarah Lee,Treasurer,http://example.com/201-copy-center,7
21TH CONSTRUCTION DEVELOPMENT CORPORATION,James White,Corporate Secretary,http://example.com/21th-construction,6
22 BUILDERS & CONSTRUCTION DEVELOPMENT INC.,Patricia Harris,Owner,http://example.com/22-builders,8
22 PRIME CONSTRUCTION AND REALTY DEVELOPMENT INC,Christopher Clark,Incorporator,http://example.com/22-prime,7
2216 CONSTRUCTION AND GENERAL MERCHANDISE,Barbara Lewis,Director,http://example.com/2216-construction,8
23 BUILDERS, INC,Thomas Robinson,President,http://example.com/23-builders,9
24/7 DYNAMIC CONSTRUCTION AND TRADING CORPORATION,Daniel Walker,Treasurer,http://example.com/247-dynamic,7
249 CONSTRUCTION AND SUPPLY COMPANY,Paul Hall,Corporate Secretary,http://example.com/249-construction,6
2528 CONSTRUCTION AND SUPPLIES INC.,Nancy Allen,Owner,http://example.com/2528-construction,8
25TH CENTURY PROPERTY DEVELOPERS CORP.,Kevin Young,Incorporator,http://example.com/25th-century,7
268 CONSTRUCTION AND DEVELOPMENT CORP.,Sandra King,Director,http://example.com/268-construction,8
2850 ENTERPRISES Incorporated,Steven Wright,President,http://example.com/2850-enterprises,9
2A CONSTRUCTION AND DEV'T CORP.,Laura Scott,Treasurer,http://example.com/2a-construction,7
2AMC CONSTRUCTION,Andrew Green,Corporate Secretary,http://example.com/2amc-construction,6
2B CONST. & MARKETING CO.,Betty Adams,Owner,http://example.com/2b-const,8
2COR8:9 CONSTRUCTION AND DEVELOPMENT CORP.,Joshua Baker,Incorporator,http://example.com/2cor89,7
2CRC CONSTRUCTION AND TRADING INC.,Megan Gonzalez,Director,http://example.com/2crc-construction,8
2D Construction Services Company,Matthew Nelson,President,http://example.com/2d-construction,9
2G Builders & Enterprises Company,Olivia Carter,Treasurer,http://example.com/2g-builders,7
2G Construction Services Inc.,Ryan Mitchell,Corporate Secretary,http://example.com/2g-construction,6
2H2L CONSTRUCTION,Emma Perez,Owner,http://example.com/2h2l-construction,8
